#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
748,Sexcoin,SXC,"$2,576,422",$0.020311,"126,850,464","$1,524",0.38%,-3.94%,-14.54%
749,ChainCoin,CHC,"$2,563,372",$0.169821,"15,094,552","$1,953",0.37%,-5.39%,-5.35%
750,Zero,ZER,"$2,551,461",$0.849759,"3,002,570","$11,605",0.19%,-9.97%,-21.86%
751,IncaKoin,NKA,"$2,517,794",$0.000173,"14,564,332,690",$595,0.37%,55.64%,6.51%
752,Linx,LINX,"$2,517,251",$0.108677,"23,162,688","$21,081",0.29%,-4.93%,-26.40%
753,CryCash,CRC,"$2,462,727",$0.542590,"4,538,836","$1,157",0.09%,-2.24%,-19.91%
754,808Coin,808,"$2,450,552",$0.000043,"57,606,375,465","$11,448",0.17%,-40.10%,-9.55%
755,Qvolta,QVT,"$2,420,939",$0.343729,"7,043,163","$60,073",4.71%,-9.11%,-6.12%
756,Magnet,MAG,"$2,401,813",$0.096965,"24,769,952","$17,817",0.37%,-4.13%,-0.39%
757,DigiPulse,DGPT,"$2,398,040",$1.71,"1,402,641","$18,137",-7.31%,-4.12%,-30.01%
758,Interstellar ...,HOLD,"$2,302,546",$0.006734,"341,927,904","$82,830",0.74%,-14.47%,-24.74%
759,Speed Mining ...,SMS,"$2,260,891",$21.60,"104,680","$146,109",1.32%,-19.64%,-1.91%
760,IntenseCoin,ITNS,"$2,258,248",$0.005244,"430,625,519","$3,399",0.94%,-1.37%,-26.45%
761,BiblePay,BBP,"$2,252,460",$0.003676,"612,730,821",$605,0.38%,-4.78%,7.31%
762,Capricoin,CPC,"$2,235,437",$1.12,"1,990,045","$81,529",0.37%,-4.99%,-7.24%
763,Chronologic,DAY,"$2,233,701",$3.31,"675,575","$139,266",0.42%,-12.09%,-13.22%
764,Creativecoin,CREA,"$2,233,654",$0.156535,"14,269,361",$578,0.37%,-6.38%,-9.47%
765,Tidex Token,TDX,"$2,219,798",$0.233663,"9,499,999","$58,324",0.63%,-8.16%,-17.31%
766,Condensate,RAIN,"$2,208,918",$0.012141,"181,944,750","$8,795",1.80%,-3.31%,-7.11%
767,eBitcoin,EBTC,"$2,190,101",$0.115896,"18,897,126","$55,214",1.07%,0.25%,-2.97%
768,FundYourselfNow,FYN,"$2,189,686",$2.37,"922,377","$24,086",0.31%,14.33%,5.35%
769,DigitalPrice,DP,"$2,184,408",$0.110910,"19,695,324","$10,616",-4.62%,1.44%,-0.64%
770,Earth Token,EARTH,"$2,178,217",$0.015525,"140,300,220","$63,548",-11.24%,-18.75%,-36.70%
771,Graft,GRFT,"$2,169,392",$0.012933,"167,744,693","$21,361",-0.56%,-10.62%,-5.59%
772,Bitzeny,ZNY,"$2,153,622",$0.028482,"75,614,500","$3,596",0.49%,-2.97%,-30.40%
773,STRAKS,STAK,"$2,118,435",$0.545624,"3,882,591","$4,645",0.86%,-11.38%,-18.64%
774,Ellaism,ELLA,"$2,068,750",$0.276103,"7,492,676","$4,271",0.49%,-4.52%,-11.65%
775,Canada eCoin,CDN,"$2,067,168",$0.021220,"97,415,544","$2,092",0.82%,-7.90%,-2.88%
776,LatiumX,LATX,"$2,054,252",$0.027032,"75,994,171","$1,691",-9.20%,-9.03%,32.63%
777,EquiTrader,EQT,"$2,044,054",$0.193389,"10,569,652","$7,056",0.15%,-10.06%,-9.80%
778,EtherSportz,ESZ,"$2,041,276",$0.413080,"4,941,600","$13,473",0.71%,-15.85%,-3.84%
779,Yocoin,YOC,"$2,026,752",$0.018065,"112,194,700","$4,931",0.33%,-7.12%,6.16%
780,BlitzPredict,XBP,"$2,020,334",$0.007170,"281,780,672",$697,0.72%,-5.32%,-18.93%
781,Fantasy Cash,FANS,"$2,017,096",$0.438299,"4,602,101","$1,635",0.30%,4.19%,-20.68%
782,Kobocoin,KOBO,"$1,992,875",$0.080682,"24,700,248","$5,341",0.36%,2.83%,-3.59%
783,FlypMe,FYP,"$1,979,342",$0.112216,"17,638,681","$1,171",0.37%,-3.99%,-7.24%
784,MarteXcoin,MXT,"$1,935,733",$0.652596,"2,966,204",$782,-0.02%,-2.32%,-10.36%
785,Coinlancer,CL,"$1,883,220",$0.026649,"70,666,779","$54,245",-4.46%,-0.15%,-0.92%
786,Indorse Token,IND,"$1,858,062",$0.050446,"36,832,464","$283,291",0.13%,-2.89%,-15.13%
787,Innova,INN,"$1,850,784",$0.619996,"2,985,155","$9,803",0.40%,-4.74%,-22.07%
788,Kzcash,KZC,"$1,848,297",$1.44,"1,284,048","$5,850",0.43%,-23.96%,-20.68%
789,UnbreakableCoin,UNB,"$1,832,767",$0.804498,"2,278,150","$137,622",2.76%,-8.35%,-3.90%
790,Nullex,NLX,"$1,811,760",$0.044760,"40,477,042","$131,044",-0.36%,52.98%,3.74%
791,BitWhite,BTW,"$1,777,662",$0.048937,"36,325,371","$74,376",0.24%,-0.21%,-5.46%
792,Farad,FRD,"$1,774,739",$0.013092,"135,560,045","$1,589",27.71%,-24.52%,-34.24%
793,Deutsche eMark,DEM,"$1,760,999",$0.046791,"37,635,170","$3,542",0.37%,-4.44%,-6.89%
794,Blocklancer,LNC,"$1,755,780",$0.014614,"120,140,384","$9,899",0.38%,-12.99%,-7.65%
795,WorldCoin,WDC,"$1,722,472",$0.014401,"119,606,941","$1,566",0.34%,-3.36%,8.04%
796,Photon,PHO,"$1,719,300",$0.000076,"22,723,944,270","$6,643",-1.55%,-0.40%,53.47%
797,Onix,ONX,"$1,694,072",$0.015989,"105,952,994","$4,041",0.17%,-0.17%,66.54%
798,Tigereum,TIG,"$1,672,475",$0.115671,"14,458,893","$2,130",0.42%,-13.13%,-20.85%
799,onG.social,ONG,"$1,666,825",$0.065339,"25,510,219","$3,820",0.71%,-10.10%,-3.86%
800,Cryptonite,XCN,"$1,613,369",$0.003921,"411,433,131","$6,562",0.33%,-16.15%,177.62%
801,Oceanlab,OCL,"$1,608,970",$0.034602,"46,500,000",$815,-0.82%,2.21%,-6.31%
802,Unitus,UIS,"$1,606,025",$0.027306,"58,815,845","$2,533",0.15%,-4.16%,-35.73%
803,FLiK,FLIK,"$1,575,409",$0.026203,"60,123,682","$1,417",0.37%,67.09%,2.65%
804,Escroco,ESC,"$1,570,299",$0.728846,"2,154,500","$9,210",-1.12%,-10.85%,41.60%
805,SagaCoin,SAGA,"$1,561,724",$0.483477,"3,230,192","$6,052",0.32%,-6.97%,-14.94%
806,ProCurrency,PROC,"$1,531,403",$0.015617,"98,061,246","$65,495",16.95%,32.70%,45.56%
807,SkinCoin,SKIN,"$1,526,888",$0.017315,"88,183,483","$5,984",-0.17%,-10.40%,-8.68%
808,Argentum,ARG,"$1,523,988",$0.161471,"9,438,151","$3,056",1.93%,-18.95%,-43.49%
809,Ergo,EFYT,"$1,487,304",$3.74,"397,300",$509,-41.65%,-45.03%,-34.55%
810,42-coin,42,"$1,477,605",$35181.10,41.99997,$813,0.29%,-4.00%,5.43%
811,Vulcano,VULC,"$1,465,945",$0.001964,"746,487,592","$3,124",0.37%,-7.10%,-6.83%
812,Masternodecoin,MTNC,"$1,457,179",$0.028522,"51,090,198","$4,028",0.34%,-27.80%,-45.54%
813,ELTCOIN,ELTCOIN,"$1,448,910",$0.016099,"90,000,000","$4,842",0.34%,15.49%,-6.15%
814,WandX,WAND,"$1,441,992",$0.117770,"12,244,135","$1,391",0.97%,-7.88%,-32.57%
815,Ethbits,ETBS,"$1,431,473",$1.03,"1,391,604","$5,516",0.37%,-23.57%,-25.52%
816,Bytecent,BYC,"$1,429,012",$0.674701,"2,117,993","$4,055",0.34%,-7.28%,-11.71%
817,Kolion,KLN,"$1,410,330",$2.01,"700,524","$36,882",0.09%,-4.26%,23.59%
818,ArcticCoin,ARC,"$1,409,298",$0.056973,"24,736,423","$22,414",4.50%,-7.00%,-7.55%
819,VIVO,VIVO,"$1,371,683",$0.753159,"1,821,240","$13,749",-2.92%,-10.05%,-23.85%
820,Legends Room,LGD,"$1,353,944",$0.676972,"2,000,000","$7,846",-0.27%,-4.23%,-6.36%
821,SpeedCash,SCS,"$1,344,070",$2.89,"464,528","$18,002",8.32%,-8.95%,165.83%
822,Bitdeal,BDL,"$1,330,822",$0.007579,"175,583,793","$29,114",-2.72%,-11.10%,87.94%
823,Shekel,JEW,"$1,308,193",$0.013306,"98,313,050","$4,656",-0.11%,1.02%,9.80%
824,The Cypherfunks,FUNK,"$1,305,713",$0.000027,"47,595,032,499",$611,0.21%,-23.68%,1.67%
825,NuShares,NSR,"$1,297,951",$0.000467,"2,777,600,756","$4,939",0.34%,128.60%,19.22%
826,Woodcoin,LOG,"$1,296,920",$0.161405,"8,035,193","$7,475",0.34%,-3.43%,-3.05%
827,PopularCoin,POP,"$1,287,653",$0.000374,"3,443,723,216","$1,909",0.34%,0.08%,33.95%
828,MAZA,MZC,"$1,282,962",$0.001216,"1,055,345,280","$2,316",-6.82%,-6.14%,-1.43%
829,Version,V,"$1,252,656",$0.002526,"495,818,476",$774,0.28%,2.30%,12.97%
830,Numus,NMS,"$1,244,128",$0.452266,"2,750,877","$8,957",0.33%,-14.97%,-18.26%
831,Galactrum,ORE,"$1,243,235",$1.40,"888,342","$15,881",-0.05%,1.74%,24.39%
832,NEVERDIE,NDC,"$1,208,459",$0.029472,"41,004,200",$627,0.39%,-5.72%,-4.10%
833,MagicCoin,MAGE,"$1,199,380",$0.162620,"7,375,351","$1,274",0.37%,-0.41%,33.88%
834,Global Crypto...,GCC,"$1,180,155",$0.001519,"776,913,789","$2,270",0.38%,3.87%,-5.51%
835,Miners' Rewar...,MRT,"$1,169,100",$0.116910,"10,000,000","$11,268",-1.72%,-11.15%,-32.43%
836,Fantomcoin,FCN,"$1,151,174",$0.158973,"7,241,315","$46,125",5.67%,13.61%,20.46%
837,Dinastycoin,DCY,"$1,145,021",$0.000710,"1,612,886,742","$1,950",-9.34%,-8.08%,-4.92%
838,Equal,EQL,"$1,139,668",$0.003530,"322,821,878","$16,524",0.68%,7.78%,-4.59%
839,Octoin Coin,OCC,"$1,133,208",$3.05,"372,035","$951,029",0.11%,-1.33%,-28.54%
840,PeepCoin,PCN,"$1,131,877",$0.000091,"12,434,360,688","$41,969",1.39%,-4.20%,-0.82%
841,Blitzcash,BLITZ,"$1,126,186",$0.271657,"4,145,619","$154,109",-0.06%,-10.37%,-72.89%
842,Moin,MOIN,"$1,117,410",$0.147369,"7,582,395","$1,375",1.24%,6.77%,-12.53%
843,bitJob,STU,"$1,105,896",$0.023018,"48,043,991","$91,497",0.48%,-4.88%,-3.12%
844,Fastcoin,FST,"$1,100,517",$0.007014,"156,913,424","$3,962",0.37%,26.37%,39.06%
845,MCAP,MCAP,"$1,100,034",$0.104865,"10,490,000","$55,225",-1.58%,-7.43%,-17.33%
846,BritCoin,BRIT,"$1,093,061",$0.051394,"21,268,092",$762,0.39%,-54.25%,-42.27%
847,Digitalcoin,DGC,"$1,091,318",$0.037708,"28,940,908","$1,572",10.48%,12.53%,18.22%
848,StarCredits,STRC,"$1,089,900",$0.242200,"4,500,000","$2,996",0.37%,3.66%,-9.07%
849,GanjaCoin,MRJA,"$1,081,845",$0.060784,"17,798,218","$2,333",0.37%,-12.70%,-31.12%
850,Guncoin,GUN,"$1,069,240",$0.005050,"211,741,528",$756,0.34%,-7.99%,2.87%
851,DraftCoin,DFT,"$1,060,290",$0.135786,"7,808,537","$18,704",2.80%,-6.84%,-11.99%
852,Bitsum,BSM,"$1,052,432",$0.001410,"746,241,601","$10,289",-0.80%,-11.08%,-28.78%
853,DROXNE,DRXNE,"$1,008,683",$0.014027,"71,909,624",$601,0.34%,-2.69%,30.13%
854,DeusCoin,DEUS,"$1,007,105",$0.090895,"11,079,837",$538,0.37%,-5.26%,-10.50%
855,Megacoin,MEC,"$1,005,060",$0.027091,"37,099,119","$2,155",-12.94%,-24.94%,-23.70%
856,Veros,VRS,"$1,004,473",$0.110200,"9,115,000","$51,634",2.37%,11.85%,175.21%
857,InflationCoin,IFLT,"$992,642",$0.000022,"44,790,092,020","$2,345",2.12%,59.29%,-27.97%
858,Zetacoin,ZET,"$979,067",$0.005828,"168,005,789",$991,0.35%,-10.94%,-5.92%
859,Jetcoin,JET,"$976,028",$0.143035,"6,823,701",$958,0.38%,15.09%,42.49%
860,FirstCoin,FRST,"$974,308",$0.031220,"31,207,528","$43,949",0.66%,-12.36%,-30.43%
861,Centra,CTR,"$955,801",$0.014056,"68,000,000","$8,573",-20.29%,-17.35%,-13.94%
862,Wild Crypto,WILD,"$941,281",$0.038619,"24,373,456",$653,-5.11%,-5.79%,1.72%
863,Bata,BTA,"$938,869",$0.187128,"5,017,256","$2,105",0.43%,5.85%,-18.40%
864,ArbitrageCT,ARCT,"$928,708",$0.010826,"85,782,612","$46,179",7.20%,37.77%,43.07%
865,DRP Utility,DRPU,"$926,500",$0.262437,"3,530,373","$17,937",4.16%,7.95%,-6.89%
866,PetroDollar,XPD,"$917,606",$0.014339,"63,993,275","$3,831",0.37%,0.21%,2.26%
867,Piggycoin,PIGGY,"$901,434",$0.001841,"489,752,617","$1,428",0.34%,-5.73%,10.46%
868,PlatinumBAR,XPTX,"$884,967",$1.08,"817,514",$677,-3.25%,-14.65%,-24.42%
869,Sovereign Hero,HERO,"$879,898",$184.35,"4,773","$3,128",0.00%,-0.53%,-6.30%
870,Elementrem,ELE,"$878,469",$0.033665,"26,094,522","$12,983",0.34%,-18.45%,-49.85%
871,FujiCoin,FJC,"$859,517",$0.000656,"1,310,942,755","$4,763",0.35%,-18.62%,-18.27%
872,InsaneCoin,INSN,"$857,698",$0.044218,"19,396,935","$1,186",0.28%,1.38%,11.20%
873,Ethereum Cash,ECASH,"$854,044",$0.060570,"14,100,000","$2,165",1.04%,-6.15%,-10.09%
874,Adzcoin,ADZ,"$852,076",$0.019567,"43,545,901","$1,365",0.36%,-8.12%,-17.63%
875,Bitradio,BRO,"$838,739",$0.132169,"6,345,957","$1,453",-15.55%,-11.35%,0.00%
876,Happycoin,HPC,"$838,724",$0.058620,"14,307,784","$29,143",0.61%,-3.40%,7.27%
877,Machinecoin,MAC,"$831,365",$0.038793,"21,431,025",$737,0.34%,-4.40%,-23.51%
878,TittieCoin,TTC,"$828,110",$0.000657,"1,259,816,434","$271,775",-8.63%,34.58%,41.28%
879,NetCoin,NET,"$809,678",$0.001029,"787,126,712",$830,0.34%,-3.99%,-10.00%
880,iEthereum,IETH,"$797,419",$0.044345,"17,982,000","$3,322",0.34%,-6.05%,5.46%
881,Minereum,MNE,"$794,982",$0.283395,"2,805,207","$9,789",-0.68%,-3.61%,14.19%
882,Bitcoin Scrypt,BTCS,"$793,614",$0.046196,"17,179,363","$2,833",1.87%,-1.00%,21.98%
883,Startcoin,START,"$792,295",$0.017575,"45,079,785","$9,592",1.88%,-12.54%,-6.28%
884,Accelerator N...,ACC,"$786,220",$2.19,"359,000","$1,138",0.36%,3.00%,-8.36%
885,Peerguess,GUESS,"$779,198",$0.056389,"13,818,334","$29,380",-1.29%,7.41%,-2.02%
886,Suretly,SUR,"$776,319",$3.50,"221,489","$2,634",-0.54%,-6.66%,7.70%
887,Authorship,ATS,"$746,420",$0.007778,"95,970,428","$10,311",0.66%,-7.47%,-24.63%
888,QubitCoin,Q2C,"$744,245",$0.002992,"248,708,571",$551,0.37%,-6.87%,12.20%
889,Litecoin Plus,LCP,"$737,141",$0.539293,"1,366,865","$93,290",5.29%,22.44%,12.33%
890,CryptoCarbon,CCRB,"$728,715",$0.204574,"3,562,111","$57,533",-0.52%,0.46%,14.11%
891,Regalcoin,REC,"$717,108",$0.056028,"12,799,009","$1,620",0.84%,-10.48%,-31.13%
892,VoteCoin,VOT,"$705,269",$0.025032,"28,174,125",$942,-0.77%,-8.62%,-43.97%
893,BitBar,BTB,"$703,374",$18.89,"37,226","$1,397",0.34%,0.28%,-10.16%
894,Aerium,AERM,"$702,202",$0.006331,"110,912,643","$1,676",2.45%,3.31%,40.09%
895,Soma,SCT,"$691,743",$0.154298,"4,483,165",$762,0.34%,-5.90%,-10.55%
896,MACRON,MCRN,"$689,433",$0.001717,"401,421,401",$931,4.18%,3.48%,9.85%
897,WhaleCoin,WHL,"$680,223",$0.075185,"9,047,328","$77,847",2.98%,13.27%,-7.81%
898,LanaCoin,LANA,"$672,248",$0.000748,"898,596,427","$1,498",0.37%,-3.63%,14.86%
899,Phoenixcoin,PXC,"$661,775",$0.010006,"66,137,813",$801,0.34%,-7.00%,-7.11%
900,Elcoin,EL,"$652,101",$0.058177,"11,208,967","$4,239",-4.92%,-32.87%,91.71%
901,Rimbit,RBT,"$646,066",$0.003270,"197,581,050","$1,165",0.48%,-9.75%,1.81%
902,Copico,XCPO,"$635,525",$0.040359,"15,746,668","$8,282",6.47%,0.08%,8.87%
903,RouletteToken,RLT,"$627,489",$0.061413,"10,217,576","$25,358",-3.31%,6.68%,32.96%
904,Qbic,QBIC,"$625,843",$0.393102,"1,592,064","$5,779",-3.36%,-12.43%,-32.14%
905,AquariusCoin,ARCO,"$625,097",$0.362858,"1,722,704",$581,3.45%,-8.37%,-3.40%
906,bitBTC,BITBTC,"$591,867",$11626.40,50.9072,"$1,813",0.09%,0.64%,-44.42%
907,EthBet,EBET,"$578,342",$0.068011,"8,503,600","$1,034",0.43%,-5.22%,-0.78%
908,Bitcoin Red,BTCRED,"$547,382",$0.026637,"20,550,001",$802,0.17%,-2.17%,51.28%
909,CrowdCoin,CRC,"$546,827",$0.393599,"1,389,300","$14,581",0.35%,-6.81%,-41.64%
910,AdCoin,ACC,"$533,590",$0.086594,"6,162,001","$1,157",-1.10%,-16.21%,-25.87%
911,Intelligent T...,ITT,"$531,603",$0.054246,"9,799,899","$1,360",0.39%,-5.36%,2.55%
912,Sugar Exchange,SGR,"$531,447",$0.151842,"3,500,000","$72,426",0.28%,-7.14%,-11.56%
913,Bitcoin Fast,BCF,"$523,099",$0.047599,"10,989,821",$662,0.15%,-12.05%,68.11%
914,BlazeCoin,BLZ,"$511,904",$0.000841,"608,557,394","$1,526",0.42%,-22.63%,-7.09%
915,OP Coin,OPC,"$494,006",$0.003460,"142,772,093","$153,215",-0.08%,-6.76%,-27.71%
916,DaxxCoin,DAXX,"$484,933",$0.000935,"518,569,210","$2,045",-8.78%,-3.99%,-0.95%
917,MojoCoin,MOJO,"$482,197",$0.039521,"12,200,974","$15,157",0.33%,-0.01%,-7.42%
918,Billionaire T...,XBL,"$480,658",$0.147068,"3,268,274","$1,609",0.54%,2.51%,4.46%
919,CryptoInsight,TKR,"$473,425",$0.037784,"12,529,747","$1,886",0.43%,57.15%,37.90%
920,Kurrent,KURT,"$471,694",$0.007687,"61,364,813",$679,-0.05%,-27.00%,-25.04%
921,Zlancer,ZCG,"$469,724",$0.233971,"2,007,615","$13,369",-27.21%,4.66%,56.81%
922,Pakcoin,PAK,"$451,185",$0.008353,"54,015,400","$1,039",-0.54%,-9.03%,14.69%
923,Scorecoin,SCORE,"$444,947",$0.010661,"41,737,500",$736,0.34%,-3.99%,7.96%
924,Mao Zedong,MAO,"$438,938",$0.070135,"6,258,442","$1,260",0.34%,-31.09%,-23.86%
925,Senderon,SDRN,"$433,279",$0.009819,"44,126,901","$1,445",0.37%,-3.03%,-24.61%
926,IrishCoin,IRL,"$426,514",$0.012063,"35,356,349","$1,328",0.29%,-12.47%,15.19%
927,C-Bit,XCT,"$424,092",$0.002691,"157,625,875","$11,406",3.54%,23.79%,70.97%
928,BlockPay,BLOCKPAY,"$416,894",$0.076800,"5,428,300","$2,664",0.18%,-15.35%,-49.27%
929,Crystal Clear,CCT,"$412,848",$0.079793,"5,173,973","$6,427",-3.38%,-15.60%,-16.03%
930,Garlicoin,GRLC,"$408,378",$0.042198,"9,677,751","$5,436",0.58%,-13.36%,-16.63%
931,TEKcoin,TEK,"$396,700",$0.000281,"1,414,054,562",$645,0.34%,19.46%,0.70%
932,Bolivarcoin,BOLI,"$390,871",$0.038770,"10,081,875",$625,-0.80%,1.01%,18.39%
933,PlusCoin,PLC,"$390,863",$0.000076,"5,172,323,624","$1,787",0.39%,-5.78%,-42.47%
934,Impact,IMX,"$379,812",$0.003460,"109,772,047","$3,716",12.53%,-2.26%,67.22%
935,X-Coin,XCO,"$378,003",$0.030521,"12,384,976","$7,036",0.32%,-8.39%,175.59%
936,Cryptojacks,CJ,"$375,338",$0.000923,"406,568,581","$1,237",0.36%,-3.48%,-6.29%
937,HomeBlockCoin,HBC,"$375,120",$0.075024,"5,000,000","$26,840",-0.52%,-11.10%,-50.35%
938,TOKYO,TOKC,"$367,734",$0.002525,"145,618,063","$2,912",0.32%,0.19%,21.09%
939,bitSilver,BITSILVER,"$354,094",$16.26,"21,782","$1,697",0.13%,-13.89%,-12.93%
940,Titcoin,TIT,"$349,541",$0.007005,"49,898,202","$3,773",0.46%,1.76%,-29.69%
941,Kubera Coin,KBR,"$346,195",$0.003026,"114,423,294","$19,041",-7.31%,-19.13%,-1.92%
942,ChessCoin,CHESS,"$344,288",$0.006372,"54,032,769","$3,586",7.00%,9.08%,11.11%
943,CoinonatX,XCXT,"$343,206",$0.018347,"18,705,881",$589,0.34%,-10.23%,-12.64%
944,SpaceCoin,SPACE,"$338,123",$0.015008,"22,529,191","$1,036",0.16%,55.03%,34.03%
945,Bitair,BTCA,"$332,592",$0.000475,"700,000,000","$22,953",-0.40%,-18.61%,-6.61%
946,PostCoin,POST,"$324,190",$0.020430,"15,868,233",$726,0.34%,-14.31%,3.55%
947,Ethereum Gold,ETG,"$322,991",$0.026916,"12,000,000","$2,075",-1.43%,-6.40%,-5.80%
948,Atomic Coin,ATOM,"$313,248",$0.019923,"15,722,635","$1,599",0.34%,-12.87%,-4.82%
949,ParallelCoin,DUO,"$308,525",$0.980319,"314,719","$3,295",0.36%,-0.35%,-21.84%
950,Tokugawa,TOK,"$306,054",$0.304761,"1,004,244","$16,021",-2.73%,-1.07%,-24.18%
951,Steneum Coin,STN,"$298,385",$0.113422,"2,630,749","$6,358",-2.36%,9.96%,-7.71%
952,bitGold,BITGOLD,"$293,814",$1550.59,189,$862,0.11%,0.08%,-3.19%
953,Polcoin,PLC,"$293,162",$0.003741,"78,373,944","$1,698",0.34%,-10.28%,26.89%
954,Centurion,CNT,"$289,185",$0.003914,"73,877,869",$566,-1.81%,-36.76%,-51.03%
955,CannaCoin,CCN,"$287,982",$0.061252,"4,701,633",$578,0.30%,-9.91%,-3.87%
956,GoldBlocks,GB,"$273,663",$0.017626,"15,526,346","$1,406",1.38%,-7.74%,-23.89%
957,Marscoin,MARS,"$267,092",$0.009445,"28,279,074",$603,0.29%,-9.34%,11.63%
958,Prime-XI,PXI,"$266,333",$0.013092,"20,343,315",$503,0.34%,-4.02%,32.74%
959,Network Token,NTWK,"$265,193",$0.016792,"15,792,810",$914,0.39%,-7.54%,45.71%
960,Helleniccoin,HNC,"$264,388",$0.003968,"66,630,882",$500,7.96%,-0.56%,-7.47%
961,DigitalDevelo...,DDF,"$252,723",$0.049376,"5,118,307","$3,825",14.44%,-11.02%,-16.43%
962,LiteBar,LTB,"$250,266",$0.271751,"920,940",$806,0.34%,-0.82%,7.27%
963,CarTaxi Token,CTX,"$249,110",$0.006239,"39,928,144","$9,801",0.40%,-23.54%,-33.25%
964,ChanCoin,CHAN,"$233,526",$0.027774,"8,408,215","$3,053",-7.71%,-9.20%,-18.06%
965,LeaCoin,LEA,"$232,800",$0.000655,"355,638,914","$2,059",-10.35%,-19.89%,-6.40%
966,GlobalBoost-Y,BSTY,"$231,848",$0.016251,"14,266,225",$690,-0.22%,-5.56%,20.03%
967,Mincoin,MNC,"$231,652",$0.052035,"4,451,845","$2,690",-47.65%,-48.38%,-54.69%
968,ReeCoin,REE,"$225,377",$0.000088,"2,560,000,000","$1,499",-0.61%,-0.43%,15.08%
969,StrongHands,SHND,"$224,383",$4.2e-07,"537,505,773,562","$17,536",1.60%,-3.66%,-36.00%
970,VapersCoin,VPRC,"$218,005",$0.000279,"780,124,964","$5,348",5.28%,52.49%,26.47%
971,Octanox,OTX,"$206,666",$0.024314,"8,500,001","$1,497",-13.04%,-6.54%,-21.71%
972,OctoCoin,888,"$202,775",$0.003753,"54,031,014",$518,-4.93%,-11.24%,-4.36%
973,Ethereum Dark,ETHD,"$189,084",$0.126056,"1,500,000","$2,392",3.65%,-11.88%,5.79%
974,EagleCoin,EAGLE,"$186,702",$0.089185,"2,093,421","$2,543",0.37%,-1.52%,-3.32%
975,BROTHER,BRAT,"$180,018",$0.001125,"160,000,000","$17,092",0.28%,5.05%,45.32%
976,Global Tour Coin,GTC,"$176,077",$0.005891,"29,887,402",$520,0.29%,-5.49%,21.75%
977,Allion,ALL,"$173,255",$0.027947,"6,199,359","$33,775",1.59%,42.01%,47.22%
978,PayCon,CON,"$163,765",$0.007107,"23,042,604","$17,210",0.34%,-16.66%,27.28%
979,Trident Group,TRDT,"$159,577",$0.165704,"963,024",$783,-3.91%,-5.25%,-5.23%
980,Chronos,CRX,"$144,882",$0.001965,"73,729,962",$535,-0.98%,-61.85%,-27.08%
981,Desire,DSR,"$131,011",$0.129376,"1,012,637","$15,833",6.39%,-8.17%,-30.63%
982,Digital Money...,DMB,"$128,455",$0.001590,"80,803,101","$1,231",6.61%,-43.72%,-49.65%
983,BitCoal,COAL,"$127,503",$0.028334,"4,500,000","$5,084",0.34%,15.34%,4.47%
984,bitEUR,BITEUR,"$121,978",$1.13,"107,706","$12,461",0.09%,-6.95%,-8.24%
985,LiteBitcoin,LBTC,"$114,156",$0.003945,"28,940,333","$1,551",0.25%,-5.87%,2.07%
986,Comet,CMT,"$109,778",$0.125772,"872,830",$797,0.23%,-0.43%,-8.37%
987,HiCoin,XHI,"$108,122",$0.000570,"189,729,990","$1,820",0.34%,-8.37%,2.79%
988,High Voltage,HVCO,"$102,487",$0.068591,"1,494,171",$969,0.34%,-7.94%,-41.14%
989,Coinonat,CXT,"$100,909",$0.011702,"8,623,200","$1,205",0.37%,0.72%,9.04%
990,Pioneer Coin,PCOIN,"$100,549",$0.038341,"2,622,515","$1,950",0.34%,-3.35%,8.14%
991,ZoZoCoin,ZZC,"$97,974",$0.131153,"747,024","$1,101",0.54%,-8.16%,14.31%
992,Virta Unique ...,VUC,"$96,827",$0.001565,"61,882,000","$1,191",0.66%,-4.17%,7.64%
993,GoldPieces,GP,"$96,591",$0.079162,"1,220,161",$503,-0.12%,0.02%,1.92%
994,Eryllium,ERY,"$96,261",$0.017140,"5,616,315",$969,0.32%,-1.33%,-9.66%
995,CompuCoin,CPN,"$95,382",$0.004863,"19,615,019","$1,028",4.38%,-15.02%,0.33%
996,Newbium,NEWB,"$88,838",$0.001777,"50,000,000","$5,966",0.37%,-8.81%,-12.34%
997,GlassCoin,GLS,"$86,283",$0.028148,"3,065,382",$577,0.34%,-4.31%,-27.56%
998,Cannation,CNNC,"$82,018",$0.033113,"2,476,893","$9,669",-0.16%,-25.18%,3.40%
999,Useless Ether...,UET,"$80,914",$0.020403,"3,965,716","$1,132",0.39%,-5.77%,8.97%
1000,Californium,CF,"$77,739",$0.031795,"2,445,038",$521,0.29%,41.31%,-3.21%
1001,Master Swiscoin,MSCN,"$48,388",$0.001072,"45,143,320","$1,267",5.85%,-6.63%,-12.40%
1002,Luna Coin,LUNA,"$45,709",$0.026787,"1,706,429",$879,7.12%,3.75%,10.61%
1003,Royal Kingdom...,RKC,"$43,680",$0.016178,"2,700,000","$1,305",0.34%,-1.03%,-9.41%
1004,LiteCoin Ultra,LTCU,"$42,268",$0.040985,"1,031,300",$619,7.42%,-10.36%,-4.78%
1005,Credence Coin,CRDNC,"$31,727",$0.009258,"3,427,006","$1,889",0.29%,17.34%,39.59%
